itemno;title;description;abe-title;abe-description
70016;Wind Chimes Ornament, Crystals, Gold Plated;This decoration item is a beautiful wind chime ornament with crystal glass elements and a gold plated surface. The ornament can serve as a perfect gift and it can also be a wonderful accessory for a chic home!;Ständer mit Windspiel, Kugel;Kugel 41x37mm, Gesamthöhe 220mm, mit Glas-Steinen, gold-plattiert
70017;;This decoration item is a beautiful Snowflake with crystal glass elements and a gold plated surface. This hanger can serve as a perfect gift and it can also be a wonderful accessory for a chic home!;Hängedekoration, Schneeflocke;Artikel mit Kristall (Glas), gold-plattiert
70019;Ladybird, Crystal Elements, Gold Plated;This decoration item is a beautiful ladybird with crystal glass elements and a gold plated surface. The ornament can serve as a perfect gift and it can also be a wonderful accessory for a chic home!;Marienkäfer, mit Glas-Steinen;Artikel mit Kristall (Glas), gold-plattiert
70020;fairytail-dragon with crystals;A wonderful fairytale dragon for decoration which is gold plated with 24 ct gold. The ornament has  glass crystals incorporated which let the adornment look beautiful and stunning!;Drache, mit Glas-Steinen;Artikel mit Kristall (Glas), gold-plattiert, der Drache als Märchenfigur
70021;Two Small Doves, Crystal Elements;How romantic is this couple of doves! A must-have for all lovers! The two flying doves are shaping a heart and it is therefore a wonderful gift for weddings or candle light dinners! Even more valuable is this decoration item because of its five polished glass crystals. The surface is sophisticatedly gold plated.;Fliegende Tauben mit Herz, Glas-Steine;mit Kristall-Glas-Elementen
70022;Candle Holder, 2 Hearts, Crystal Elements;How romantic is this couple of doves! A must-have for all lovers! These two connected hearts are a symbol of love forever, highly qualitative with two polished glass crystal elements. The decoration item is perfect for weddings or candle light dinners! The surface is sophisticatedly gold plated.;Teelicht, Zwei Herzen, mit Glas-Steinen;Artikel mit Kristall-Glas-Elementen, gold-plattiert, Lieferung mit Teelicht
70023;Aeroplane, Crystal Elements, 24K Gold Plated;A wonderful small airplane for decoration which is gold plated with 24K gold. The wheels and the propeller is movable and the ornament has  glass crystals incorporated which let the adornment look beautiful and stunning!;Flugzeug, mit Glas-Steinen;Artikel mit Kristall (Glas), gold-plattiert, Propeller und Räder beweglich
70025;Elf, Crystals, Gold Plated 24K;A wonderful small elf for decoration which is gold plated with 24K gold. The ornament is beautifully crafted and has  glass crystals incorporated which let the adornment look beautiful and stunning!;Elfe, mit Glas-Steinen;Artikel mit Kristall (Glas), gold-plattiert
70026;Sailing Ship, Crystal Elements, Gold Plated 24K;A wonderful small sailing ship for decoration which is gold plated with 24K gold. The ornament has  glass crystals incorporated which let the adornment look beautiful and stunning!;Segelschiff, mit Glas-Steinen;Artikel mit Kristall (Glas), gold-plattiert
70029;gramophone, crystals, gold;A wonderful small gramophone for decoration which is gold plated with 24 ct gold. The ornament has movable pieces and  glass crystals are incorporated which let the adornment look beautiful and stunning!;Grammofon, mit Glas-Steinen;Artikel mit Kristall (Glas), gold-plattiert, Platte und Kurbel beweglich
70037;Luminaire, Drop/ Ball, Glass Crystal;This drop shaped glass crystal ball looks stunning and is therefore a beautiful accessory for any home. The ornament has a lead content of 30% and it is called -Aurore Boréale-. A wonderful home accessory.;Anhänger, Kugel kristall Aurore Boréale;Kristall-Glas, 30% Bleigehalt, AB: Aurore Boréale, Spiegeleffekt, Lüsterbehang
70057;Mountain, Crystal, Frosted Glass;This glass ornament is a beautiful crystal mountain with a partly frosted surface. The glass decoration item can serve as a wonderful gift or decorate your own home in an elegant and timeless style.;Berg, kristall matt;-
70065;Mountain Caves, Clear/ Peacock, Glass;This glass mountain ornament has a beautiful shape of caves in the mountain and the shimmering colours of a peacock. The glass decoration item can serve as a wonderful gift or decorate your own home in an elegant and timeless style.;Berghöhle, klar peacock;-
70068;Coast Mountain & Lighthouse, Clear Glass Crystal;This cost mountain ornament has a small lighthouse protruding from its peak. It is made for owners with a lot of imaginagion and fantasy and it can give that special touch to your home. A timeless and elegant ornament!;Leuchtturm, kristall klar;-
70079;Telephone, Crystal Elements, Gold Plated;This wonderful telephone decoration piece is well finished into every detail. The decorative article has movable elements (the receiver can be lifted) for a more authentic replica. The crystal elements look very elegant and the object can serve as a great gift for a special person!;Telefon, mit Glas-Steinen;Artikel mit Kristall-Glas, gold-plattiert, Hörer abnehmbar
70081;Heart & Butterfly, Cyrstal Elements;This is a wonderful decoration item with a couple of beautiful glass crystal elements. It is gold plated and can serve as a great gift to someone special.;Herz mit Schmetterling;Artikel mit Kristall-Glas, gold-plattiert
70082;Diamond, Clear Glass Crystal;'Diamonds are the girl's best friend' - This diamond is a beautiful gift to any girl! It will magically make any woman glance at it, since it looks elegant and beautiful. A great home decoration item as a gift or something special for yourself!;Diamant, kristall klar;-
70083;SWING, 3 DOLPHINS, CRYSTAL ELEMENTS, GOLD;This decoration item is a beautiful silver plated swing. It has 3 Dolphins with crystal glass elements and a gold plated surfaces. The ornament is fully functional and will serve as a perfect gift and it can also be a wonderful accessory for a chic home!;Pendel mit 3 Delfinen;Artikel mit Kristall-Glas, gold-plattiert
70085;Zodiac Sign, Bermuda Blue, Aquarius;This glass ornament shows the zodiac sign of Aquarious. The glass shimmer has a wonderful bermuda blue and will always look great as a decoration item in your house. Also a nice gift option for someone special.;Pyramide, Tierkreiszeichen Wassermann;-
70086;ZODIAC SIGN, BERMUDA BLUE, LEO;This glass ornament shows the zodiac sign of Leo. The glass shimmer has a wonderful bermuda blue and will always look great as a decoration item in your house. Also a nice gift option for someone special.;Pyramide, Tierkreiszeichen Löwe;-
70090;ZODIAC SIGN, BERMUDA BLUE, VIRGO;This glass ornament shows the zodiac sign of Virgo. The glass shimmer has a wonderful bermuda blue and will always look great as a decoration item in your house. Also a nice gift option for someone special.;Pyramide, Tierkreiszeichen Jungfrau;-
70091;ZODIAC SIGN, BERMUDA BLUE, CANCER;This glass ornament shows the zodiac sign of Cancer. The glass shimmer has a wonderful bermuda blue and will always look great as a decoration item in your house. Also a nice gift option for someone special.;Pyramide, Tierkreiszeichen Krebs;-
70092;ZODIAC SIGN, BERMUDA BLUE, GEMINI;This glass ornament shows the zodiac sign of Gemini. The glass shimmer has a wonderful bermuda blue and will always look great as a decoration item in your house. Also a nice gift option for someone special.;Pyramide, Tierkreiszeichen Zwilling;-
70094;ZODIAC SIGN, BERMUDA BLUE, TAURUS;This glass ornament shows the zodiac sign of Taurus. The glass shimmer has a wonderful bermuda blue and will always look great as a decoration item in your house. Also a nice gift option for someone special.;Pyramide, Tierkreiszeichen Stier;-
70100;Pendant, Dolphin, Glass Crystal, Frosted;This glass crystal dolphin pendant has a frosted, matte-polished surface. It is a delicate jewellery piece, unique and special, just like the person that will wear it.;Anhänger, Delfin, kristall matt;mit Anhängeröse
70115;Window Ornament, Double Mirror;A wonderful ornament for your window. The decoration item is made from glass and looks beautiful in any home.;Fensterschmuck, Doppelspiegel;kristall verspiegelt von beiden Seiten, mit weißer Schnur zum Aufhängen
70116;Drum Set, Crystal Elements, Gold Plated;This is an extraordinary gift for all music lovers! A drum set with tomtom, cymbal and a big drum are decorated with 22 small glass crystal elements and two large polished glass crystals. The surface is sophisticatedly gold plated. With this little decoration item you cannot play music, but you can still delight the heart of a lovable person!;Kleines Schlagzeug mit Glas-Steinen;Artikel mit Kristall-Glas-Elementen, gold-plattiert
70118;Window Ornament, Frosted AB;A wonderful ornament for your window. The decoration item looks beautiful in any home.;Fensterschmuck, Gesicht, AB matt;Lieferung ohne Schluppe, AB: Aurore Boréale Spiegeleffekt
70122;Window Ornament, Frosted AB;A wonderful ornament for your window. The decoration item looks beautiful in any home.;Fensterschmuck, mit innerem Spiegel;convex, AB: Aurore Boréale Spiegeleffekt, Lieferung ohne Schluppe
70125;frog, crystals, gold;A wonderful small frog for decoration which is gold plated with 24 ct gold. The ornament has  glass crystals incorporated which let the adornment look beautiful and stunning!;Frosch, mit Glas-Steinen;Artikel mit Kristall-Glas, gold-plattiert
70126;vase, crystals, gold;A wonderful small vase with flowers for decoration which is gold plated with 24 ct gold. The flowers are movable and the ornament has  glass crystals incorporated which let the adornment look beautiful and stunning!;Vase mit Blumen, mit Glas-Steinen;Artikel mit Kristall-Glas, gold-plattiert, Blumen herausnehmbar
70136;Paperweight, Glass Crystal, Frosted/ Turquoise;This home decoration piece can perfectly be used as a paperweight for letters or documents. It is beautiful and has a matte-polished/ frosted surface.;Briefbeschwerer, kristall matt/türkis;-
70138;Paperweight, Crystal, Frosted/ Red;This home decoration piece can perfectly be used as a paperweight for letters or documents. It is beautiful and has a matte-polished/ frosted surface.;Briefbeschwerer, kristall matt/rot;-
70147;Sports Car, Crystal Elements, Gold Plated;Even though you cannot race on the highway with this fashionable cabriolet sports car, but it definitely gives inspiration to dream of doing it! This wonderful decoration piece is well finished and has fine details such as the rotating wheals, the detailed seats, the sparkeling glass crystals and the headlights and with big glass crystals, where normally the car would have built-in doors. The surface is gold plated. This decoration item is a great gift and a popular collection piece!;Sport-Auto ohne Verdeck mit Glas-Steinen;Artikel mit Kristall-Glas-Elementen, gold-plattiert
70164;Suncatcher, Unicorn, Crystal Elements, Gold Plated;This decoration item is a beautiful suncatcher shaped as a unicorn with crystal glass elements and a gold plated surface. The ornament comes with a suction cup for attaching it to a window or mirror. It can serve as a perfect gift and it can also be a wonderful accessory for a chic home!;Suncatcher, Einhorn;Artikel mit Kristall-Glas, ein Suncatcher wird mit seinem Saugnapf an einer glatten Fläche wie Spiegel oder Scheiben befestigt, Saugnapf ist mit enthalten, gold-plattiert
70165;Cross, Crystal Elements, Gold Plated 24K;A wonderful cross for decoration which is gold plated with 24K gold. The ornament has  glass crystals incorporated which let the adornment look beautiful and stunning!;Kreuz, mit Glas-Steinen;Artikel mit Kristall-Glas, gold-plattiert
70169;Falcon/ Hawk, Crystal Elements, Gold Plated;A proud falcon with a detailed feathering and four large polished glass crystals on the wings. The eyes are equally made from two small polished glass crystals, which are subtly sparkeling in the light. The surface is sophisticatedly gold plated. This decoration is not only a wonderful piece for ornithologists but also a popular collection item for collectors!;Falke, mit Glas-Steinen;Artikel mit Kristall-Glas-Elementen, gold-plattiert
70171;Eagle, Crystal Elements, Gold Plated;This decoration item is a beautiful eagle with crystal glass elements and a gold plated surface. The ornament can serve as a perfect gift and it can also be a wonderful accessory for a chic home!;Adler, mit Glas-Steinen;Artikel mit Kristall-Glas, gold-plattiert
70203;Pendant, Ball, Crystal Clear Glass;This crystal glass pendant is a full lead crystal with a percentage of 30% PbO. A wonderful and eyecatching jewellery piece.;Anhänger, Kugel faccettiert;Kristall-Glas, 30% Bleigehalt
70211;Elephant, Crystal Elements, Gold Plated 24K;A wonderful elephant for decoration which is gold plated with 24K gold. The ornament has  glass crystals incorporated which let the adornment look beautiful and stunning!;Elefant, mit Glas-Steinen;Artikel mit Kristall-Glas, gold-plattiert
70212;Globe, Crystal Elements, Gold Plated;This decoration item is a beautiful globe with crystal glass elements and a gold plated surface. The ornament can serve as a perfect gift and it can also be a wonderful accessory for a chic home!;Globus, mit Glas-Steinen;Artikel mit Kristall-Glas, gold-plattiert, Kugel dreht sich
70213;Bird House, Crystal Elements, Gold Plated;This decoration item is a beautiful bird house with crystal glass elements and a gold plated surface. The ornament can serve as a perfect gift and it can also be a wonderful accessory for a chic home!;Hängedekoration, Vogelhäuschen;Artikel mit Kristall-Glas, gold-plattiert
70214;Peacock, Crystal Elements, 24K Gold Plated;A wonderful peacock for decoration which is gold plated with 24K gold. The ornament has  glass crystals incorporated which let the adornment look beautiful and stunning!;Pfau, mit Glas-Steinen;Artikel mit Kristall-Glas, gold-plattiert
70215;Horse, Crystal Elements, Gold Plated 24K;A wonderful horse for decoration which is gold plated with 24K gold. The ornament has  glass crystals incorporated which let the adornment look beautiful and stunning!;Pferd, mit Glas-Steinen;Artikel mit Kristall-Glas, gold-plattiert
70218;golfbag, crystals, gold;A wonderful golf bag for decoration which is gold plated with 24 ct gold. The wheels are movable and the ornament has  glass crystals incorporated which let the adornment look beautiful and stunning!;Golfsack, mit Glas-Steinen;Artikel mit Kristall-Glas, gold-plattiert, Räder beweglich, Golfschläger herausnehmbar
70220;Suncatcher, Moon, Crystal Elements, Gold Plated;This decoration item is a beautiful suncatcher shaped as a moon with crystal glass elements and a gold plated surface. The ornament comes with a suction cup for attaching it to a window or mirror. It can serve as a perfect gift and it can also be a wonderful accessory for a chic home!;Suncatcher, Mond, mit Glas-Steinen;Artikel mit Kristall-Glas, ein Suncatcher wird mit seinem Saugnapf an einer glatten Fläche wie Spiegel oder Scheiben befestigt, Saugnapf ist mit enthalten, gold-plattiert
70221;Snail, Crystal Elements, 24K Gold Plated;This ornament is a beautiful decoration item with glass crystal elements. The gold plating of 24K is of best quality and will let the ornament shine in every home.;Schnecke, mit Glas-Steinen;Artikel mit Kristall (Glas), gold-plattiert
70225;LITTLE DEVIL, FROSTED GLASS, MATTE;This pendant is beautifully shaped as a little devil. The surface is matte-polished and frosted and the glass jewellery piece looks chic and elegant on anyone.;Anhänger, Glas-Teufel, peacock matt;-
70229;Pendant, Chinese Dragon/ Fairytale Animal;This pendant is beautifully shaped as a chinese dragon or a fairytale animal. The surface is matte-polished and frosted and the glass jewellery piece looks chic and elegant on anyone's neck.;Anhänger, Drache, kristall matt;-
70230;Indian/ Carousel Elephant, Silver Plated;This sophisticated white elephant has an enameled surface and a richly decorated blanket on its back. The topas coloured glass crystals remind of the splendid colours form the Middle East and Africa. The fine details such as feet, trunk and the back blacket are silver plated. The white elephant symbolizes cleverness and strength. The decorative elephant accessory is a great gift for wishing someone luck and success in life. It is also a popular collection piece!;Elefant, emailliert, mit Glas-Steinen;Reit-Elefant, reich verziert, topazfarben emailliert, silber-plattiert
70253;Table Lantern, Brass, Glass Crystals;A wonderful home decoration item with glass elements. This little lantern can be a great accessory on your living room table or in your vitrine. Perfect as a gift or a little surprise for someone special.;Windlicht, Messingfuß;-
70255;Pendant, Cross, Lead Crystal Glass, Transparent/ Blue;A wonderful glass pendant with a blue stone in its middle. The pendant looks extraordinary chic and unique.;Anhänger, Kreuz, Bleikristall blau;-
70257;Diamond, Transparent Glass Crystal;'Diamonds are the girl's best friend' - This diamond is a beautiful gift to any girl! It will magically make any woman glance at it, since it looks elegant and beautiful. A great home decoration item as a gift or something special for yourself!;Diamant, kristall klar;-
70258;Suncatcher, Frog, Crystal Elements, Gold Plated;This decoration item is a beautiful suncatcher shaped as a frog with crystal glass elements and a gold plated surface. The ornament comes with a suction cup for attaching it to a window or mirror. It can serve as a perfect gift and it can also be a wonderful accessory for a chic home!;Suncatcher, Frosch;Artikel mit Kristall-Glas, ein Suncatcher wird mit seinem Saugnapf an einer glatten Fläche wie Spiegel oder Scheiben befestigt, Saugnapf ist mit enthalten, gold-plattiert
70263;Pendant, Triangle, Crystal AB;This pendant is a full lead glass crystal of 30% PbO. The triangle looks chic and extraordinary and should not be missing in your jewellery case.;Anhänger, Dreieck gewölbt;Kristall-Glas, 30% Bleigehalt
70264;Pendant, Triangle, Crystal Glass;This pendant is a full lead glass crystal of 30% PbO. The triangle looks chic and extraordinary and should not be missing in your jewellery case.;Anhänger, Dreieck gewölbt;Kristall-Glas, 30% Bleigehalt
70266;Pendant, Cone, Transparent Glass Crystal;This pendant is a full lead glass crystal of 30% PbO. The cone shaped pendant looks chic and extraordinary and should not be missing in your jewellery case.;Anhänger, Konus, kristall klar;Kristall-Glas, 30% Bleigehalt
70273;Suncatcher, Lizard, Crystal Elements, Gold Plated;This decoration item is a beautiful suncatcher shaped as a lizard with crystal glass elements and a gold plated surface. The ornament comes with a suction cup for attaching it to a window or mirror. It can serve as a perfect gift and it can also be a wonderful accessory for a chic home!;Suncatcher, Eidechse;Artikel mit Kristall-Glas, ein Suncatcher wird mit seinem Saugnapf an einer glatten Fläche wie Spiegel oder Scheiben befestigt, Saugnapf ist mit enthalten, gold-plattiert
70275;Pendant, Wing, Transparent Glass Crystal;This pendant is a full lead glass crystal of 30% PbO. The wing shaped pendant looks chic and extraordinary and should not be missing in your jewellery case.;Anhänger, Schwinge, kristall klar;Kristall-Glas, 30% Bleigehalt
70278;Pendant, Witch, Transparent Glass Crystal;This pendant is cute and yet elegant. It is made of transparent glass in a wonderful and well-finished way. The pendant has a great and fashionable look!;Anhänger, Hexe, kristall klar;-
70285;Window Ornament, Light Green/ Transparent Seashell;This ornament is stunning and chic for your window at home. It has a 28mm glass crystal that is shaped as a seashell and has transparent colour. The other three crystals have a light green colour and the entire length of the ornament is 88mm.;Fensterschmuck, Muschel, kristall klar;hellgrün, Muschel 28mm, Gesamtlänge 88mm
70287;Window Ornament, Ghost, Frosted AB;A wonderful ornament for your window. It will be a real eyecatcher in your home and a great accessory for all times. It has a frosted/ matte-polished surface.;Fensterschmuck, Gespenst, matt AB;AB: Aurore Boréale, Spiegeleffekt
70288;Window Ornament, Ghost, Glass Crystal, Frosted;A wonderful ornament for your window. It will be a real eyecatcher in your home and a great accessory for all times. It has a frosted/ matte-polished surface.;Fensterschmuck, Gespenst, kirstall matt;-
70289;Pendant, Ghost, Opal White;A wonderful ghost pendant made of white opal. The pendant looks chic and stunning.;Anhänger, Gepenst, Glas opal weiss;-
70290;Pendant, Pumkin, Topaz;A wonderful pumkin pendant made of orange topaz. The pendant looks chic and stunning.;Anhänger, Kürbis, topas;-
70300;Angel with Spear, Decoration with crystal elements, Gold-Plated;This is an extraordinary gift for extraordinary people. A lovely decorative angel with a spear that has three large incorporated glass crystal elements, that are beautifully polished and finished. The figure is gold-plated.;Engel mit Speer, mit Glas-Steinen;Artikel mit Kristall-Glas, gold-plattiert
70301;Music Note, Glass Crystals, Gold Plated;This decoration item is a perfect gift for music lovers. This musical note is gold-plated and has chic glass crystal elements. It can be used as a hanging item, such as for the christmas tree.;Hängedekoration, Note;Artikel mit Kristall-Glas, gold-plattiert
70302;;;Elfe, mit Glas-Steinen;Artikel mit Kristall-Glas, gold-plattiert
70303;Santa Boot, Crystal Elements, Gold Plated;This decoration item is shaped as a beautiful boot of santa with glass crystal elements and a gold plated surface. It can be hung to a christmas tree and will look more beautiful then any of the other ornaments.;Hängedekoration, Nikolausstiefel;Artikel mit Kristall-Glas, gold-plattiert
70304;Music box, Peacock, Glass crystal elements;This is an extraordinary gift for an extraordinary person. A lovely decorative music box that has 9 large incorporated glass crystal elements, that are beautifully polished and finished. The surface of the figure is gold-plated. The bottom of the music box has a diameter of 80mm wide and 43mm high. It is coated with a small mirror-mosaic pattern and it plays the song 'Memory' from the popular musical -Cats-. The peacock on top of the music box is 85mm high and 13mm wide and it can be wound up to play the song.;Spieluhr, Pfau, mit Glas-Steinen;Artikel mit Kristall-Glas, Musik 'MEMORY' aus dem Musical 'CATS'
70307;Highheels, Crystal Elements, 24K Gold Plated;A wonderful high-heel shoe for decoration which is gold plated with 24K gold. The ornament has  glass crystals incorporated which let the adornment look beautiful and stunning!;Damenschuh, mit Glas-Steinen;Artikel mit Kristall-Glas, gold-plattiert
70309;Music Note, Glass Crystals, Gold Plated;This decoration item is a perfect gift for music lovers. This musical note is gold-plated and has chic glass crystal elements.;Musiknote, mit Glas-Steinen;Artikel mit Kristall-Glas, gold-plattiert
70310;harp, crystals, gold;A wonderful harp for decoration which is gold plated with 24 ct gold. The ornament has  glass crystals incorporated which let the adornment look beautiful and stunning!;Harfe, mit Glas-Steinen;Artikel mit Kristall-Glas, gold-plattiert
70311;Diamond, Lead Crystal;'Diamonds are the girl's best friend' - This diamond is a beautiful gift to any girl! It will magically make any woman glance at it, since it looks elegant and beautiful. A great home decoration item as a gift or something special for yourself!;Diamant, Bleikristall;-
70312;Pendant, Cylinder, Lead Crystal;This diamond pendant is a full lead crystal of 30% PbO. It is a beautiful gift to a special lady since: 'Diamonds are a girl's best friend'.;Anhänger, Zylinder faccettiert;Schräger Kreiszylinder - Kristall-Glas, 30% Bleigehalt
70313;Star on Base, Clear Crystal;A wonderful glass star on a base. Perfect for your apartment or house as an elegant decoration ornament for Christmas or all your through.;Stern mit Sockel, kristall klar;-
70323;Diamond, Glass Crystal;'Diamonds are the girl's best friend' - This diamond is a beautiful gift to any girl! It will magically make any woman glance at it, since it looks elegant and beautiful. A great home decoration item as a gift or something special for yourself!;Diamant, kristall klar;-
70327;Music box, Fairy, Glass Crystal Elements;This is an extraordinary gift for an extraordinary person. A lovely decorative music box that has 2 large incorporated glass crystal elements, that are beautifully polished and finished. The surface of the figure is gold-plated. The bottom of the music box has a diameter of 80mm wide and 43mm high. It is coated with a small mirror-mosaic pattern and it plays the song 'Memory' from the popular musical -Cats-. The elf on top of the music box is 105mm high and 58mm wide and it can be wound up to play the song.;Spieluhr, Elfe, mit Glas-Steinen;Artikel mit Kristall-Glas, gold-plattiert, Musik: MEMORY aus dem Musical CATS
70335;Mirror, 'Yin-Yang', Foiled Crystal;A wonderful mirror ornament with a 'yin-yang' sign. This decoration item will bring balance into your home or it can serve as a perfect gift to someone special.;Spiegel, Achteck, Yin-Yang;zum Aufkleben mit Klebepads
70336;suncatcher, butterfly, crystal;A wonderful butterfly for decoration which is gold plated with 24 ct gold. It can be attached to a window or mirror, a suction cup is included. The ornament has  glass crystals incorporated which let the adornment look beautiful and stunning!;Suncatcher, Schmetterling;Artikel mit Kristall-Glas, ein Suncatcher wird mit seinem Saugnapf an einer glatten Fläche wie Spiegel oder Scheiben befestigt, Saugnapf ist mit enthalten, gold-plattiert
70339;Hyperion Glass Ball, Green;A wonderful home decoration item. The glass ornament looks beautiful and will make your home look elegant and chic. It also serves as a wonderful present to a great person.;Kugel, mit Hyperion, grün;-
70340;Hyperion Glass Ball, Amethyst/ Purple;A wonderful home decoration item. The glass ornament looks beautiful and will make your home look elegant and chic. It also serves as a wonderful present to a great person.;Kugel, mit Hyperion, amethyst;-
70351;Hyperion Glass Ball, Rose/ Pink;A wonderful home decoration item. The glass ornament looks beautiful and will make your home look elegant and chic. It also serves as a wonderful present to a great person.;Kugel, mit Hyperion, rosa;-
70360;Monkey, Crystal Elements, 24K Gold Plated;This ornament is a beautiful decoration item with glass crystal elements. The gold plating of 24K is of best quality and will let the ornament shine in every home.;Affe, mit Glas-Steinen;-
70362;Memo Holder, Heart, Orange/ Green;A wonderful home decoration item. The glass ornament looks beautiful and can hold a little note or a small photograph. It also serves as a wonderful present to a great person.;Fotoständer, Herz, orange/multi;-
70363;Memo Holder, Fish, Multi-Coloured;A wonderful home decoration item. The glass ornament looks beautiful and can hold a little note or a small photograph. It also serves as a wonderful present to a great person.;Fotoständer, Fisch, gelb/multi;-
70364;Memo Holder, Butterfly, Turquoise;A wonderful home decoration item. The glass ornament looks beautiful and can hold a little note or a small photograph. It also serves as a wonderful present to a great person.;Fotoständer, Schmetterling, blau/türkis;-
70365;motorcycle, crystals, gold;A wonderful motorcycle for decoration which is gold plated with 24 ct gold. The ornament has  glass crystals incorporated which let the adornment look beautiful and stunning!;Motorrad, mit Glas-Steinen;Artikel mit Kristall-Glas, gold-plattiert, Lenker und Räder beweglich
70366;Rocking Horse, Crystal Elements, Gold Plated;This rocking horse decoration article looks stunning in any living room. The glass crystal elements are elegant and chic and the rocking horse will make every child smile. The decoration element is sophisticatedly gold plated.;Schaukelpferd, mit Glas-Steinen;Artikel mit Kristall-Glas, gold-plattiert
70367;Beetle Car, Crystal Elements, Gold Plated;This home decoration item is a very cute beetle car, which is popular all around the world. Especially the five large and polished glass crystals are an eyecatcher and the sophisticated gold plated surface looks elegant. The beetle has many cute details such as movable wheals. It's a wonderful gift and a must-have collectible.;Kleines Auto, mit Glas-Steinen;Artikel mit Kristall-Glas, gold-plattiert, Räder beweglich
70368;truck, crystals, gold;A wonderful truck for decoration which is gold plated with 24 ct gold. The wheels are movable and the ornament has  glass crystals incorporated which let the adornment look beautiful and stunning!;Truck, mit Glas-Steinen;Artikel mit Kristall-Glas, gold-plattiert, Räder beweglich, Hänger abkoppelbar
70375;The Enchanted Kindom, Jenna & Leah;A beautiful home decoration item of two fairies that is made of tin. The ornament serves great as a wonderful present to a young person.;Zinnfigur, Elfen, Jenna u. Leah;Flügel sind austauschbar, werden mit Magnet an der Zinnfigur befestigt
70376;The Enchanted Kindom, Corinn;A beautiful home decoration item of an adorable fairy that is made of tin. The ornament serves great as a wonderful present to a young person.;Zinnfigur, Elfe mit Springseil, Corinn;Flügel sind austauschbar, werden mit Magnet an der Zinnfigur befestigt
70379;The Enchanted Kingdom, Posy;A beautiful home decoration item of an adorable fairy that is made of tin. The ornament serves great as a wonderful present to a young person.;Zinnfigur, Elfe in Ballettpose;Flügel sind austauschbar, werden mit Magnet an der Zinnfigur befestigt
70383;;;Schmetterling, emaillierter Zweig, Glas;Artikel mit Kristall-Glas, gold-plattiert
70405;CAT, CLEAR, CRYSTAL;A well finished and detailed Cat that is made of crystal glass. The decoration item will look stunning in any apartment or house.;Katze, kristall klar;-
70445;Photo Frame, Colourful, Cats;This colourful photo frame is sized for pictures of 9x13mm. The border is decorated with lots of different cats in various shapes and colours. The photo frame is a cute home decoration for your desk or a shelf.;Bilderrahmen, Katze;passend für Foto 9x13
